,node_id,x,y,z
1,N_0001,-0.47407376817210867,-0.4585333225602183,0.4819327311244601
2,N_0002,0.049662477878709144,0.25325857807965324,-0.4848176415504898
3,N_0003,-0.06467760738172312,0.45851681952743784,0.40781052747608426
4,N_0004,-0.07963219791251097,0.3117400297542775,-0.4401817272106251
6,N_0006,-0.2953513659621575,0.3744583496556697,0.14385019627969586
10,N_0010,0.1211338327692949,0.44396380991461515,-0.3916681285669369
12,N_0012,-0.36542005465506644,0.3475022098198789,0.02496617504164733
14,N_0014,-0.3155601343530847,0.12966108961863965,0.38306386291661376
15,N_0015,0.28533514781667346,0.49174157060696955,0.4717096628234071
18,N_0018,0.346561485357468,-0.3240438419121573,-0.15057942628044474
19,N_0019,-0.420354522990939,0.09934473408877864,-0.2950194079348737
20,N_0020,0.005246090121703961,-0.4961446757297945,0.014791810838780672
21,N_0021,-0.4347134956131219,0.3993046898117023,-0.0943412464075184
22,N_0022,-0.07187767240261056,0.4879313332213959,-0.06415780486611344
23,N_0023,-0.40346908433938744,0.29692773004362183,-0.3193856231633757
24,N_0024,-0.37284002829872254,0.3728649451349769,-0.021563835955600297
27,N_0027,-0.39305431569001703,-0.41253952036115216,-0.34415516181734673
30,N_0030,-0.03221251541769976,-0.3758063210956527,-0.2613815832491111
31,N_0031,-0.2982567737350347,0.4478626640590756,-0.36162426886284293
32,N_0032,0.14040672521491482,-0.4346759646308056,-0.0781213140749043
33,N_0033,-0.016930164448248353,0.40149396968433515,-0.45837233801799504
34,N_0034,0.005236720018549135,0.4224261054462465,-0.268708168135092
36,N_0036,0.2936374544415771,-0.41608227660187114,-0.4202146121008762
38,N_0038,-0.3377014014976861,0.13891355456051047,-0.2770844245007975
40,N_0040,0.46455108008925516,0.3017271873236912,-0.145504817854899
41,N_0041,8.361170216741876e-06,0.413579333605154,0.2365257659858675
42,N_0042,0.3895200639461449,-0.31517722220129585,0.23508273287886094
44,N_0044,0.06714412762770927,-0.2771049561445973,0.3608336377935526
45,N_0045,-0.07245403670388995,-0.4533407807472617,-0.13180823529913344
47,N_0047,0.2765591849971003,0.4517932805267716,-0.2620888664228771
49,N_0049,0.45374222694486666,-0.17761189072889882,-0.2513221958087638
51,N_0051,-0.4179050777249752,0.2725620859589125,0.11224431518635636
53,N_0053,0.3508505040045017,0.4709083574242138,-0.35163407314228057
55,N_0055,-0.4727976341051504,0.3961546886501859,0.07234356295193567
56,N_0056,-0.25282276100264667,0.4694780141796181,0.4215846078015786
57,N_0057,-0.4328556292630453,0.2528203865554046,-0.2650153091950199
58,N_0058,0.4938520114212729,-0.10204838299982022,-0.06467578588152256
59,N_0059,0.47058031337717354,-0.24515985462239587,-0.11522718579016078
60,N_0060,0.3002583511325868,-0.14059672951944702,0.3883359307355132
62,N_0062,0.2649598604516815,-0.47911601953227845,-0.429469016442387
63,N_0063,-0.33077455341582207,0.38996438315702975,0.08235831739894506
64,N_0064,-0.2069767681805602,0.1409633079447502,0.4590995358114368
67,N_0067,-0.45432103475459995,0.20315771368280633,0.37148260936193656
